match_id,team1,team2,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire,reserve_umpire,tv_umpire,match_referee,result,winner_by_runs,winner_by_wicket
1273751,Afghanistan,New Zealand,male,2021/22,44507,ICC Men's T20 World Cup,40,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Afghanistan,bat,TA Boult,HDPK Dharmasena,L Rusere,Aleem Dar,RK Illingworth,J Srinath,New Zealand,0,8
1273752,Pakistan,Scotland,male,2021/22,44507,ICC Men's T20 World Cup,41,Sharjah Cricket Stadium,Sharjah,Pakistan,bat,Shoaib Malik,P Wilson,RJ Tucker,PR Reiffel,AT Holdstock,DC Boon,Pakistan,72,0
1273753,Namibia,India,male,2021/22,44508,ICC Men's T20 World Cup,42,Dubai International Cricket Stadium,Dubai,India,field,RA Jadeja,CM Brown,RK Illingworth,Aleem Dar,M Erasmus,JJ Crowe,India,0,9
1273754,England,New Zealand,male,2021/22,44510,ICC Men's T20 World Cup,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,New Zealand,field,DJ Mitchell,HDPK Dharmasena,M Erasmus,PR Reiffel,Nitin Menon,0,DC Boon,New Zealand,0,5
1273755,Pakistan,Australia,male,2021/22,44511,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Australia,field,MS Wade,CB Gaffaney,RA Kettleborough,RK Illingworth,JS Wilson,JJ Crowe,JJ Crowe,Australia,0,5
1273756,New Zealand,Australia,male,2021/22,44514,ICC Men's T20 World Cup,Dubai International Cricket Stadium,Dubai,Australia,field,MR Marsh,M Erasmus,RA Kettleborough,HDPK Dharmasena,Nitin Menon,RS Madugalle,RS Madugalle,Australia,0,8
1277974,Pakistan,Bangladesh,male,2021/22,,,,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Hasan Ali,,,,,,Bangladesh,0,4
1277975,Bangladesh,Pakistan,male,2021/22,44520,Pakistan tour of Bangladesh,2,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Fakhar Zaman,Gazi Sohel,Tanvir Ahmed,Sharfuddoula,Masudur Rahman,Neeyamur Rashid,Pakistan,0,8
1277976,Bangladesh,Pakistan,male,2021/22,44522,Pakistan tour of Bangladesh,3,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Haider Ali,Masudur Rahman,Tanvir Ahmed,Gazi Sohel,Sharfuddoula,Neeyamur Rashid,Pakistan,0,5
1278671,New Zealand,India,male,2021/22,44517,New Zealand tour of India,1,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,field,SA Yadav,KN Ananthapadmanabhan,VK Sharma,J Madanagopal,AK Chaudhary,M Nayyar,India,0,5
1278672,New Zealand,India,male,2021/22,44519,New Zealand tour of India,2,"JSCA International Stadium Complex, Ranchi",Ranchi,India,field,HV Patel,AK Chaudhary,J Madanagopal,VK Sharma,KN Ananthapadmanabhan,M Nayyar,India,0,7
1278673,India,New Zealand,male,2021/22,44521,New Zealand tour of India,3,"Eden Gardens, Kolkata",Kolkata,India,bat,AR Patel,KN Ananthapadmanabhan,VK Sharma,AK Chaudhary,J Madanagopal,M Nayyar,India,73,0
1278679,West Indies,India,male,2021/22,44608,West Indies tour of India,1,"Eden Gardens, Kolkata",Kolkata,India,field,Ravi Bishnoi,J Madanagopal,KN Ananthapadmanabhan,AK Chaudhary,VK Sharma,M Nayyar,India,0,6
1278680,India,West Indies,male,2021/22,44610,West Indies tour of India,2,"Eden Gardens, Kolkata",Kolkata,West Indies,field,RR Pant,Nitin Menon,VK Sharma,KN Ananthapadmanabhan,J Madanagopal,M Nayyar,India,8,0
1278681,India,West Indies,male,2021/22,44612,West Indies tour of India,3,"Eden Gardens, Kolkata",Kolkata,West Indies,field,SA Yadav,J Madanagopal,KN Ananthapadmanabhan,VK Sharma,Nitin Menon,M Nayyar,India,17,0
1278684,India,Sri Lanka,male,2021/22,44616,Sri Lanka tour of India,1,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Sri Lanka,field,Ishan Kishan,J Madanagopal,VK Sharma,KN Ananthapadmanabhan,AK Chaudhary,J Srinath,India,62,0
1278685,Sri Lanka,India,male,2021/22,44618,Sri Lanka tour of India,2,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,India,field,SS Iyer,J Madanagopal,KN Ananthapadmanabhan,VK Sharma,AK Chaudhary,J Srinath,India,0,7
1278686,Sri Lanka,India,male,2021/22,44619,Sri Lanka tour of India,3,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Sri Lanka,bat,SS Iyer,KN Ananthapadmanabhan,VK Sharma,AK Chaudhary,J Madanagopal,J Srinath,India,0,6
1280060,United Arab Emirates,Ireland,male,2021/22,44476,Ireland tour of United Arab Emirates,1,"ICC Academy, Dubai",Dubai,United Arab Emirates,bat,Akbar Ali,Shiju Sam,Iftikhar Ali,WC Labrooy,0,0,Ireland,0,7
1280062,Ireland,United Arab Emirates,male,2021/22,44479,Ireland tour of United Arab Emirates,3,"ICC Academy, Dubai",Dubai,United Arab Emirates,field,Waseem Muhammad,Akbar Ali,A Louw,Aasif Iqbal,WC Labrooy,0,United Arab Emirates,0,7
1287773,Pakistan,West Indies,male,2021/22,44543,West Indies tour of Pakistan,1,"National Stadium, Karachi",Karachi,West Indies,field,Haider Ali,Ahsan Raza,Aleem Dar,Rashid Riaz,Asif Yaqoob,Muhammad Javed,Pakistan,63,0
1287774,Pakistan,West Indies,male,2021/22,44544,West Indies tour of Pakistan,2,"National Stadium, Karachi",Karachi,Pakistan,bat,Shadab Khan,Ahsan Raza,Asif Yaqoob,Faisal Afridi,Rashid Riaz,Muhammad Javed,Pakistan,0,9
1287775,West Indies,Pakistan,male,2021/22,44546,West Indies tour of Pakistan,3,"National Stadium, Karachi",Karachi,West Indies,bat,Mohammad Rizwan,Aleem Dar,Rashid Riaz,Faisal Afridi,Asif Yaqoob,Muhammad Javed,Pakistan,0,7
1288316,Pakistan,Australia,male,2021/22,44656,Australia tour of Pakistan,0,"Gaddafi Stadium, Lahore",Lahore,Australia,field,AJ Finch,Ahsan Raza,Aleem Dar,Rashid Riaz,Asif Yaqoob,Muhammad Javed,Australia,0,3
1291188,Ireland,United States of America,male,2021/22,44553,Ireland tour of United States of America and West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,field,L Tucker,Jermaine Lindo,Vijaya Mallela,SN Bandekar,DT Jukes,DT Jukes,Ireland,9,0
1299566,Nepal,Oman,male,2021/22,44610,ICC Menâ€™s T20 World Cup Qualifier A,1,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Aarif Sheikh,AT Holdstock,Akbar Ali,DN Subedi,Muhammad Javed,Muhammad Javed,Nepal,39,0
1299568,United Arab Emirates,Ireland,male,2021/22,44610,ICC Menâ€™s T20 World Cup Qualifier A,3,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,bat,V Aravind,AT Holdstock,DN Subedi,Vinod Babu,Muhammad Javed,Muhammad Javed,United Arab Emirates,18,0
1299581,Ireland,Oman,male,2021/22,44614,ICC Men's T20 World Cup Qualifier A,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,0,field,AR McBrine,AT Holdstock,Akbar Ali,DN Subedi,Muhammad Javed,Muhammad Javed,Ireland,56,0
1299584,Oman,Nepal,male,2021/22,44616,ICC Men's T20 World Cup Qualifier A,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,0,bat,S Lamichhane,DN Subedi,Harikrishna Pillai,Akbar Ali,Muhammad Javed,Muhammad Javed,Nepal,0,9
1299585,Ireland,United Arab Emirates,male,2021/22,44616,ICC Men's T20 World Cup Qualifier A,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,0,bat,Waseem Muhammad,AT Holdstock,Rahul Asher,Vinod Babu,Muhammad Javed,Muhammad Javed,United Arab Emirates,0,7
1299592,United Arab Emirates,Ireland,male,2021/22,44605,Oman Quadrangular T20I Series,4,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,Rohan Mustafa,Akbar Ali,Rahul Asher,Vinod Babu,Muhammad Javed,Muhammad Javed,United Arab Emirates,13,0
1299594,Oman,Ireland,male,2021/22,44604,Oman Quadrangular T20I Series,3,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,A Balbirnie,Rahul Asher,Vinod Babu,Akbar Ali,Muhammad Javed,Muhammad Javed,Ireland,0,9
1299596,Ireland,Nepal,male,2021/22,44606,Oman Quadrangular T20I Series,6,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,field,DS Airee,Akbar Ali,Vinod Babu,Rahul Asher,Muhammad Javed,Muhammad Javed,Ireland,16,0
1299832,Bangladesh,Afghanistan,male,2021/22,44623,Afghanistan tour of Bangladesh,1,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Nasum Ahmed,Masudur Rahman,Tanvir Ahmed,Morshed Ali Khan,Gazi Sohel,Akhtar Ahmad,Bangladesh,61,0
1299833,Bangladesh,Afghanistan,male,2021/22,44625,Afghanistan tour of Bangladesh,2,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Azmatullah Omarzai,Gazi Sohel,Masudur Rahman,Morshed Ali Khan,Tanvir Ahmed,Akhtar Ahmad,Afghanistan,0,8
